time,open,high,low,close,SH Ext,SH,SL Ext,SL,VWAP MIDDLE,BB Red Line,BB Top,BB Bottom,Long Plot,Short Plot,Shapes,Shapes,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band
1628553600,38.646,41.678,38.183,40.64,38.1,38.1,22.1,22.1,40.166999999999994,33.40269999999998,42.38290031179743,24.422499688202535,40.28754091511461,40.280080843370186,NaN,NaN,66.9652265635153,60.6546750843411,NaN,NaN
1628640000,40.639,43.729,40.605,41.621,38.1,38.1,22.1,22.1,41.98500000000001,34.09879999999998,43.35663068758591,24.840969312414053,41.19344761831913,40.86474246834867,NaN,NaN,68.55409308638774,62.347464482103135,NaN,NaN
1628726400,41.619,43.401,39.316,41.102,38.1,38.1,22.1,22.1,41.273,34.72809999999998,44.092862995399685,25.363337004600282,41.709958650046836,41.46996440708818,NaN,42.65269286151105,66.72560704464478,63.192138472837364,NaN,NaN
1628812800,41.105,44.911,40.668,44.83,38.1,38.1,22.1,22.1,43.46966666666666,35.53879999999998,45.438697546945,25.63890245305496,42.65269286151105,42.888994478797954,NaN,NaN,72.41672207808291,64.24576607626398,NaN,NaN
1628899200,44.859,44.874,42.727,44.14,38.1,38.1,22.1,22.1,43.913666666666664,36.33339999999998,46.31575393882661,26.351046061173356,43.35453094437508,43.52481568996549,NaN,NaN,70.02932300336361,64.50661823851291,NaN,NaN
1628985600,44.124,54.8,43.361,53.531,38.1,38.1,22.1,22.1,50.564,37.600749999999984,49.39446150868157,25.80703849131839,45.15481927052307,47.19749482287068,NaN,NaN,79.79333392114492,66.01105189766211,NaN,NaN
1629072000,53.515,69.132,52.269,62.016,38.1,38.1,22.1,22.1,61.139,39.29639999999998,54.4215496177727,24.17125038222726,48.45839653198397,51.44929262874296,NaN,NaN,84.65702489346796,68.05505222338068,NaN,NaN
1629158400,62.042,75.155,58.822,64.123,38.1,38.1,22.1,22.1,66.03333333333335,41.108799999999974,58.79532916317983,23.422270836820115,52.8515512859778,56.62352156995165,NaN,NaN,85.58489361038386,70.02620044802067,NaN,NaN
1629244800,64.135,80.5,59.722,72.663,38.1,38.1,22.1,22.1,70.96166666666666,43.18019999999997,64.98124686110307,21.379153138896868,57.88711600117937,63.08773594677142,NaN,NaN,88.59537518432992,71.97935597081518,NaN,NaN
1629331200,72.659,75.436,68.24,72.764,38.1,38.1,22.1,22.1,72.14666666666666,45.20069999999997,69.91010886464127,20.491291135358665,63.03430664996109,67.82866615307947,NaN,NaN,88.62562994080167,73.72847700039382,NaN,NaN
